These questions are asked in the wave 1 of the survey,,,,,,,,resp_id,weight,empl_pre_harm,jobcat_pre_harm,worker_now,student,wfh_pre,wfh_pre_freq,bzvm_pre,workload,wfh_now,wfh_now_days,bzvm_now,prod_change,prod_decr_reason_1,prod_decr_reason_4,prod_decr_reason_5,prod_decr_reason_6,prod_decr_reason_7,prod_decr_reason_9,prod_incr_reason_1,prod_incr_reason_2,prod_incr_reason_3,prod_incr_reason_9_w1b,prod_incr_reason_12_w1b,hhveh_harm,age,gender,bedrooms,hispanic,White/Caucasian,Black/African American,Asian,educ,hhsize,hhincome,income_change,The next questions are asked in the wave 2 of the survey from the same people,,,,,,,,,,,,,wfh_now,wfh_now_days,prod_change,wfh_expect,wfh_freq_exp_w1b,bzvm_exp,enjoy_change_mc_4,enjoy_change_mc_6,enjoy_change_mc_10,enjoy_change_mc_11,enjoy_change_mc_12,enjoy_change_mc_13,negative_impact_4,negative_impact_5,negative_impact_11,
,,,,,,,,130,0.137544556,Employed full time,Sales or service,no,"Yes, Part-time",No,Question not displayed to respondent,Never,Question not displayed to respondent,Question not displayed to respondent,,,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,2,35,Female,1,No,White/Caucasian,Not selected,Not selected,Some college or technical school,3,"$50,000 to $74,999",It has gone down a lot,,,,,,,,,,,,,,Yes,1,Somewhat higher,Yes,A few times/week,A few times/week,Commuting less,Taking more walks,Not selected,Not selected,Not selected,A slower pace of life,Not selected,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,134,0.961537953,Employed full time,"Professional, managerial, or technical",yes,No,Yes,Never,A few times/month,"No, it has stayed about the same",Yes,6,5,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,2,52,Male,3,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),4,"$125,000 to $149,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Somewhat lower,Yes,A few times/week,A few times/month,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,137,0.125595595,Employed full time,Something else,yes,"Yes, Full-time",Yes,Once/week,A few times/week,"No, it has stayed about the same",Yes,7,5,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,0,32,Male,4,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),4,"$25,000 to $34,999",It has stayed about the same,,,,,,,,,,,,,,Yes,6,About the same,Yes,A few times/week,A few times/week,Commuting less,Not selected,Not selected,Not selected,Spending less money,Not selected,Restricted socialization,Not selected,"Feeling nervous, anxious, or sad",
,,,,,,,,144,0.626315347,Employed full time,"Professional, managerial, or technical",yes,No,Yes,Once/week,A few times/week,"No, it has stayed about the same",Yes,7,7,Decreased somewhat,Childcare,More distractions at home,Not selected,Not selected,Not selected,Not selected,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,2,39,Male,4,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),4,"$100,000 to $124,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,About the same,Yes,A few times/week,Every day,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,150,0.906106148,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,A few times/week,"No, it has stayed about the same",Yes,5,5,In some ways it has increased and in other ways it has decreased,Not selected,Not selected,Difficult to communicate with co-workers,Need equipment or technology not available at home,Lack of comfortable workspace,There are too many concerns on my mind to be able to focus fully on work,Less distractions at home,More comfortable workspace at home,No commuting time,Variable not available in datasource,Variable not available in datasource,2,55,Male,5,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,Somewhat higher,Yes,A few times/week,A few times/week,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,151,1.789482738,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,A few times/month,"Yes, it has somewhat decreased",Yes,5,5,Increased somewhat,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Less distractions at home,Not selected,No commuting time,Variable not available in datasource,Variable not available in datasource,4 or more,59,Male,4,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$125,000 to $149,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,4,About the same,Yes,A few times/week,A few times/week,Commuting less,Taking more walks,Not selected,Not selected,Not selected,Not selected,Restricted socialization,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,153,1.657782021,Employed full time,"Professional, managerial, or technical",yes,No,No,Question not displayed to respondent,Never,"Yes, it has somewhat increased",Yes,7,3,In some ways it has increased and in other ways it has decreased,Not selected,Not selected,Difficult to communicate with co-workers,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Variable not available in datasource,Variable not available in datasource,2,38,Male,2,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$125,000 to $149,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,1,About the same,No,Question not displayed to respondent,A few times/year,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Travel restrictions and cancelled vacations,Not selected,
,,,,,,,,157,0.827178373,Employed part time,"Professional, managerial, or technical",yes,"Yes, Full-time",Yes,A few times/week,A few times/year,"No, it has stayed about the same",Yes,7,4,Decreased somewhat,Childcare,More distractions at home,Difficult to communicate with co-workers,Need equipment or technology not available at home,Lack of comfortable workspace,There are too many concerns on my mind to be able to focus fully on work,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,1,49,Male,3,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,3,"$150,000 to $199,999",It has gone down somewhat,,,,,,,,,,,,,,Yes,7,Somewhat lower,Yes,A few times/week,A few times/week,Not selected,Taking more walks,Not selected,Not selected,Spending less money,Not selected,Not selected,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,158,0.10183133,Employed part time,"Professional, managerial, or technical",yes,No,Yes,A few times/month,Every day,"No, it has stayed about the same",Yes,5,5,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,1,68,Female,2,No,White/Caucasian,Not selected,Not selected,Completed graduate degree(s),2,"$75,000 to $99,999",It has stayed about the same,,,,,,,,,,,,,,Yes,5,About the same,Yes,A few times/week,Every day,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Restricted socialization,Travel restrictions and cancelled vacations,"Feeling nervous, anxious, or sad",
,,,,,,,,160,0.7656407,Employed full time,"Professional, managerial, or technical",yes,No,Yes,Every day,A few times/week,"No, it has stayed about the same",Yes,7,3,About the same,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Question not displayed to respondent,Variable not available in datasource,Variable not available in datasource,2,48,Male,4,No,White/Caucasian,Not selected,Not selected,Bachelor's degree(s) or some graduate school,5,"$150,000 to $199,999",It has stayed about the same,,,,,,,,,,,,,,Yes,7,About the same,Yes,Every day,A few times/week,Not selected,Not selected,Not selected,Not selected,Spending less money,Not selected,Not selected,Not selected,Not selected,
